index,path,error
1497,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (535)_11.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1499,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (537)_9.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1501,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (538)_8.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1508,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (542)_10.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1513,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (546)_10.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1516,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (548)_1.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1517,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (549)_1.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1520,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (551)_2.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1523,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (556)_9.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1525,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (559)_7.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1526,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (560)_7.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1538,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (570)_11.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1539,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (570)_12.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1541,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (571)_9.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1542,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (573)_1.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1546,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (576)_8.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1548,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (577)_12.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1549,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (577)_4.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1551,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (579)_2.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1552,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (58)_12.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1554,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (583)_4.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1557,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (588)_8.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1558,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (589)_1.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1564,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (593)_11.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1570,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (597)_8.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1571,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (597)_9.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1574,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (600)_10.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1575,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (600)_8.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1580,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (604)_7.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1582,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (606)_12.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1586,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (610)_3.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1593,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (62)_12.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1595,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (620)_12.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1596,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (620)_7.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1598,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (624)_12.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1601,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (627)_10.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1602,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (627)_9.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1603,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (628)_1.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1604,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (628)_8.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1605,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (629)_10.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1607,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (63)_9.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1610,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (631)_9.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1613,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (634)_9.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1615,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (638)_12.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1616,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (638)_4.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1617,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (639)_2.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1619,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (640)_10.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1624,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (641)_4.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1636,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (652)_9.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1640,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (655)_10.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1642,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (658)_9.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1649,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (669)_7.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1650,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (67)_7.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1655,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (676)_9.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1662,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (684)_1.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1666,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (689)_10.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1672,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (695)_9.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1675,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (699)_9.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1678,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (700)_2.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1689,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (710)_10.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1690,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (710)_7.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1692,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (714)_10.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1697,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (72)_3.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1704,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (724)_9.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1705,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (725)_4.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1710,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (728)_7.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1711,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (729)_1.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1712,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (732)_11.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1714,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (732)_9.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1719,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (735)_12.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1727,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (741)_10.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1735,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (749)_8.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1740,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (752)_12.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1741,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (754)_11.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1746,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (756)_7.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1747,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (759)_4.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1748,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (76)_9.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1750,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (760)_4.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1755,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (766)_9.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1763,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (778)_4.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1764,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (779)_11.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1765,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (780)_3.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1768,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (783)_9.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1770,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (787)_2.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1773,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (789)_3.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1778,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (793)_2.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1780,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (796)_7.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1782,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (798)_7.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1787,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (803)_7.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1793,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (805)_8.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1797,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (808)_1.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1801,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (81)_9.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1803,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (812)_10.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1805,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (812)_9.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1807,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (814)_10.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1810,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (816)_11.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1812,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (817)_1.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1815,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (819)_4.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1817,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (820)_12.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1821,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (825)_3.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1825,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (829)_9.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1826,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (83)_4.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1827,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (830)_11.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1828,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (831)_10.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1829,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (831)_3.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1833,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (835)_2.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1834,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (835)_3.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1835,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (836)_4.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1841,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (840)_10.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1842,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (840)_2.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1843,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (841)_8.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1845,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (843)_1.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1847,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (845)_2.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1848,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (845)_7.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1850,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (848)_7.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1851,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (849)_2.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1859,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (855)_10.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1861,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (857)_1.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1864,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (857)_8.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1869,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (861)_10.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1871,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (861)_9.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1886,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (87)_8.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1892,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (876)_3.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1900,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (888)_9.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1913,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (897)_7.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1918,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (900)_1.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1921,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (906)_1.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1922,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (909)_9.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1928,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (920)_10.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1930,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (921)_8.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1932,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (923)_4.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1934,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (925)_4.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1941,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (930)_3.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
